country,sector,gross_amt,net_amt,from,to,transaction_id,transaction_date,amount,transaction_type,account_number,merchant_name,category,location,city,state,currency,card_type,card_number,card_expiry_date,transaction_description,transaction_code,transaction_status,transaction_time,transaction_fee,recipient_name,recipient_account_number,recipient_bank_name,exchange_rate,notes
Indonesia,Retail,2681.47,6903.17,Account U,Medical Practice Y,293,4/18/2022,3919.59,withdrawal,9767180646,Dynabox,food,67 Meadow Vale Park,Sere,,IDR,mastercard,3531817043178366,6/2/2024,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,B2,failed,2:29 PM,13.52,Emilia Menere,5680030073,Kwideo,0.5868,
Indonesia,Consulting,8245.62,6477.13,Account A,Supplier Green,294,9/6/2022,3312.15,deposit,1613263237,Meevee,food,2178 Burrows Point,Riung,,IDR,amex,5010120398109606,4/8/2026,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,A1,pending,2:50 PM,27.76,Edward Drei,1403790456,Twitterbeat,1.5711,Vivamus vestibulum sagittis sapien.
China,Retail,9898.75,5407.61,Account A,Supplier Green,295,5/20/2022,5441.93,transfer,4966806108,Yabox,food,92 Oak Valley Trail,Meiyuan Xincun,,CNY,amex,6392591323498742,8/4/2026,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,B2,completed,5:21 PM,34.42,Bordie Tidder,8631268762,Topiclounge,0.7229,
France,Real Estate,3952.87,9404.81,Account D,Wellness Center A,296,1/16/2022,3607.34,transfer,3544851247,Einti,utilities,158 Onsgard Terrace,La Roche-sur-Yon,B5,EUR,visa,3556486638495104,11/8/2027,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,C3,pending,8:41 PM,20.12,Trip Steinor,9802663481,Trunyx,0.8683,
China,Automotive,8727.05,6490.87,Account A,Wellness Center A,297,8/7/2022,2721.02,withdrawal,3354903984,Tagtune,entertainment,69 Shelley Drive,Zhongzi,,CNY,visa,201672651567730,7/13/2023,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,A1,failed,7:04 PM,42.56,Lettie Harbar,5275227074,Meetz,0.7742,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem."
Poland,Telecommunications,2060.35,5819.11,Account T,Customer Care Center,298,12/23/2022,1138.52,withdrawal,4489578321,Buzzbean,transportation,19164 Chinook Terrace,Ostrów Mazowiecka,,PLN,mastercard,30166448902729,5/11/2030,congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,B2,failed,4:20 PM,42.08,Jarrod Caress,4183609003,Browsedrive,0.818,
Venezuela,Insurance,3107.49,9156.95,Account B,Customer Care Center,299,7/3/2022,802.7,withdrawal,6380481032,Topdrive,transportation,80648 Burning Wood Trail,Seboruco,,VEF,amex,3568933182017046,10/26/2022,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,C3,pending,5:05 AM,44.21,Meara Grogan,3069078848,Skinte,1.9489,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
Spain,Non-Profit,3438.18,4389.39,Account Q,Customer Delight,300,5/16/2022,828.43,withdrawal,1094060041,Quatz,transportation,79404 7th Trail,Murcia,MC,EUR,amex,5100139249221981,2/12/2027,pede posuere nonummy integer non velit donec diam neque vestibulum eget,B2,failed,10:52 PM,5.3,Iain MacCallester,1901422347,Babbleopia,1.8529,
Indonesia,Agriculture,8110.26,524.63,Account N,Retailer Hub,301,9/7/2022,8459.09,transfer,2400844504,Zooxo,utilities,90761 Northwestern Park,Banjar Mambalkajanan,,IDR,amex,3567575548233881,3/1/2025,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,A1,failed,7:56 PM,11.36,Marj Skace,8054177716,Ntags,1.1484,
Portugal,Technology,9785.88,738.22,Account M,Supplier Innovations,302,7/20/2022,8860.94,transfer,1521113914,Kimia,food,44 8th Road,Boavista,03,EUR,amex,3530078434011085,1/14/2030,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,B2,completed,9:45 AM,37.06,Orville Streatfield,1335571429,Eire,0.8571,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat."
Albania,Telecommunications,822.49,7699.65,Account Z,Supplier Innovations,303,3/12/2022,2840.64,transfer,9614321477,Oodoo,utilities,5150 Schmedeman Avenue,Manzë,,ALL,mastercard,5038601501586127,3/3/2023,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,C3,completed,7:57 AM,18.88,Hiram Aspenlon,2998936423,Jabbertype,1.0888,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros."
Philippines,Energy,2412.59,2882.05,Account E,Medical Practice Y,304,3/4/2022,4762.72,transfer,5426673808,Viva,transportation,16 Summerview Center,Bagumbayan,,PHP,visa,3553205552089708,1/8/2024,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,C3,pending,2:32 PM,22.63,Alysia Messum,1645567922,Kimia,0.7621,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.
Czech Republic,Telecommunications,771.78,925.45,Account R,Client Services Group,305,12/27/2022,5002.92,transfer,5483483213,Thoughtbeat,utilities,67 Barby Drive,Luka nad Jihlavou,,CZK,mastercard,3585148293784330,10/13/2028,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,A1,pending,7:35 PM,26.68,Ambrosius Dixsee,8891306216,Twitterworks,1.2168,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla."
Russia,Technology,9050.88,9325.72,Account O,Customer Delight,306,7/15/2022,5034.51,transfer,3993412933,Kimia,transportation,44 Jay Street,Ural,,RUB,mastercard,3563916081288920,11/26/2023,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,B2,failed,10:19 AM,0.95,Arni Puddifer,7582235913,Yodoo,1.522,Proin risus. Praesent lectus.
Ukraine,Insurance,9876.42,6004.6,Account X,Online Merchant Z,307,3/29/2022,9835.38,transfer,5087484963,Cogilith,entertainment,03116 Dixon Crossing,Verkhnya Rozhanka,,UAH,visa,5602256692794737,3/11/2024,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,B2,pending,6:47 PM,6.65,Elka Morman,7293895652,Pixonyx,1.2884,
China,Energy,6556.76,5712.6,Account N,Online Merchant Z,308,4/17/2022,707.86,transfer,7265776414,Dynava,utilities,0 Sutteridge Avenue,Chunmuying,,CNY,mastercard,3557727235477303,5/21/2027,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,B2,pending,5:50 PM,8.25,Welbie Tredgold,8364568863,Kaymbo,1.1954,
Indonesia,E-commerce,3380.94,1075.63,Account E,Pharmacy Chain A,309,5/29/2022,6590.85,withdrawal,5115574507,Twitterbridge,food,670 Welch Park,Maesan,,IDR,amex,374008615937183,8/13/2023,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,C3,completed,5:05 PM,36.96,Donielle Oldcote,3025834340,Youbridge,0.9096,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
China,Automotive,4386.46,5907.48,Account Z,Customer Delight,310,5/22/2022,819.37,withdrawal,4284380141,Yodel,transportation,3819 Schlimgen Way,Huangmao,,CNY,mastercard,6763740348804175060,1/31/2029,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,A1,pending,1:12 AM,3.56,Marji Bartolomivis,6944566909,Yodo,1.5079,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique."
Peru,Manufacturing,3863.39,595.41,Account O,Buyer Network,311,2/19/2022,117.51,deposit,8181189474,Jabberstorm,transportation,18 Miller Drive,San Isidro,,PEN,mastercard,5610389543198867534,7/1/2030,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,A1,completed,10:30 PM,6.89,Vidovik Vasyukhnov,2868877809,Blogspan,0.5949,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.
Afghanistan,Automotive,9515.2,4749.51,Account O,Online Merchant Z,312,4/27/2022,6940.29,transfer,3211443012,Flipstorm,entertainment,99 Sherman Place,Mūsá Qal‘ah,,AFN,visa,3546487640128751,7/24/2025,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,C3,pending,8:44 PM,30.88,Charmaine Spellard,4670155540,Eare,0.5683,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio."
Germany,Insurance,3221.37,8580.66,Account K,Merchant A,313,4/24/2022,4483.11,transfer,3154926359,Viva,transportation,51232 Superior Street,Nürnberg,BY,EUR,visa,5100179218870863,10/15/2025,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,A1,completed,9:31 AM,41.16,Yvette Goody,7217096691,Jabberbean,1.8194,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
Latvia,Automotive,2410.39,4959.92,Account S,Customer Z,314,2/15/2022,522.51,transfer,9029745614,Mynte,entertainment,318 La Follette Center,Valdemārpils,,EUR,amex,5595711925567002,10/19/2023,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,A1,failed,10:54 AM,26.17,Barris Loader,2026228482,Jabbercube,1.4425,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
Mongolia,Energy,9007.57,7113.06,Account N,Supplier Green,315,11/24/2022,5087.39,deposit,1321660701,Gigazoom,utilities,887 Hooker Trail,Baruunturuun,,MNT,amex,4903136236440295,11/5/2027,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,A1,failed,3:59 AM,44.51,Juana Deware,1061137614,Realfire,1.7399,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio."
Poland,Services,3680.48,1437.4,Account R,Merchant A,316,7/27/2022,3025.69,withdrawal,3384767686,Dynabox,transportation,20487 Orin Point,Kowary,,PLN,visa,5018332065260160469,4/13/2024,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id,A1,completed,5:24 PM,7.26,Rycca Rosekilly,1616740490,Devify,1.8537,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
Philippines,Hospitality,5149.28,5545.02,Account R,Pharmacy Chain A,317,12/25/2022,1928.42,deposit,4570027124,Zoozzy,utilities,6 Paget Parkway,Baloc,,PHP,mastercard,3575067082408889,6/26/2027,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,B2,pending,8:50 AM,19.64,Vincents Bosden,7991773148,Skaboo,1.0124,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
Poland,E-commerce,3665.09,6284.23,Account Y,Customer Delight,318,11/29/2022,5261.61,withdrawal,3725256861,Yoveo,transportation,537 Jenna Junction,Brodnica,,PLN,mastercard,4017950558369798,11/22/2030,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,A1,pending,12:02 AM,25.04,Ofella Galletly,2153482653,Voolith,1.4183,
Indonesia,Real Estate,2745.9,336.86,Account Y,Online Merchant Z,319,5/20/2022,2805.94,deposit,8273776991,Voolith,transportation,31 Artisan Avenue,Krayen,,IDR,visa,201692711660150,6/27/2025,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,B2,completed,9:02 AM,15.8,Blane Durban,2262206972,Flipopia,0.7149,
Philippines,Hospitality,5732.5,5143.93,Account E,Supplier Green,320,10/29/2022,9533.59,withdrawal,3834622099,Fivechat,entertainment,2627 Namekagon Place,San Fernando,,PHP,visa,561001940157198927,6/26/2023,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,C3,pending,2:50 PM,13.77,Gradey Andryunin,9035774233,Jabbercube,0.877,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis."
China,Manufacturing,5069.15,7433.41,Account N,Client Services Group,321,5/10/2022,7326.58,withdrawal,2298214721,Twimm,transportation,62 Westport Avenue,Baoxing,,CNY,visa,4408791354212403,4/30/2022,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,A1,completed,1:30 PM,35.72,Carmen Boulds,1296765880,Twinder,1.7771,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl."
Russia,Retail,3919.8,8597.33,Account U,E-commerce Store B,322,8/13/2022,26.57,withdrawal,7679417872,Skinte,transportation,9247 Waywood Way,Aginskoye,,RUB,visa,201590069451620,11/17/2023,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,A1,completed,2:43 PM,25.95,Risa Borell,8679661761,Jamia,1.0825,
China,E-commerce,609.22,4802.61,Account Z,Merchant A,323,4/8/2022,9058.35,deposit,8208074954,Brainbox,transportation,961 Lindbergh Lane,Henggang,,CNY,mastercard,3559086586163600,3/14/2022,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,C3,failed,4:59 AM,34.08,Horatius Klesel,4451996556,Wordware,1.2708,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
Indonesia,Telecommunications,1250.38,150.5,Account S,Supplier Y,324,12/13/2022,8375.01,withdrawal,6355183800,Cogibox,transportation,769 Clove Center,Salam,,IDR,amex,3532664077918450,12/26/2025,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,A1,completed,10:19 AM,22.73,Silvanus Aarons,4484536349,Rhynyx,0.8576,"Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
China,Telecommunications,4007.24,3424.19,Account N,Supplier Green,325,4/23/2022,6438.62,transfer,9667261746,Devpoint,transportation,00816 Cambridge Court,Altunemil,,CNY,mastercard,3538405790296665,9/25/2028,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,A1,pending,1:35 PM,31.39,Lorne Robertsen,7555100323,Skyvu,1.6032,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
Germany,E-commerce,6587.33,1894.53,Account D,Customer Delight,326,1/1/2022,2949.74,transfer,6013333705,Twimm,food,9574 Linden Junction,Reutlingen,BW,EUR,amex,5602216962150036,7/1/2026,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,B2,completed,7:30 AM,39.96,Nicoline Killock,8775213722,Youfeed,0.5816,Fusce consequat. Nulla nisl.
Netherlands,Transportation,5007.17,7429.45,Account Q,Health Clinic X,327,6/11/2022,2644.59,deposit,6137708236,Tagcat,food,5 Calypso Parkway,Leiden,11,EUR,visa,3557158945096680,10/26/2029,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,C3,completed,2:00 AM,31.61,Boothe Don,2995845871,Camido,1.4513,In hac habitasse platea dictumst.
Philippines,Transportation,2742.64,8711.99,Account D,Client Services Group,328,10/13/2022,1583.78,withdrawal,3394019741,Eayo,transportation,62422 Main Way,San Celestio,,PHP,visa,3569012725732889,3/6/2023,erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,C3,completed,5:31 PM,6.53,Chrystel Albasini,8301492349,Mydeo,1.3347,
China,Entertainment,4340.44,1515.9,Account N,Customer Care Center,329,1/10/2022,3636.1,withdrawal,7586957340,Dabjam,utilities,7433 Gina Alley,Echeng,,CNY,visa,4026338548761721,9/11/2028,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,A1,failed,5:21 AM,44.57,Staford McCoy,2457132639,Wikido,0.8228,Nunc nisl.
Kazakhstan,Entertainment,9780.0,4449.58,Account T,Supplier Innovations,330,6/2/2022,2267.28,withdrawal,2160215176,Leenti,utilities,1053 Schiller Pass,Sarykemer,,KZT,amex,4903733502245708763,8/29/2028,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,B2,failed,2:12 PM,35.21,Pamella Espinas,1900529095,Flashset,1.9667,Aliquam quis turpis eget elit sodales scelerisque.
Russia,Hospitality,1348.24,9095.68,Account J,Pharmacy Chain A,331,10/31/2022,4376.85,withdrawal,1719401924,Meetz,utilities,0 Walton Hill,Yelets,,RUB,amex,3545475466136926,3/2/2026,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,A1,pending,5:26 AM,15.72,Shantee Sperski,1761770719,Tagcat,0.8696,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio."
